release_date,title,budget,revenue
2015-01-29,The Lazarus Effect,3.3,64.110728
2015-01-29,Project Almanac,12.0,32.248241
2015-02-04,It Follows,2.0,14.674076
2015-02-04,Jupiter Ascending,176.000003,183.987723
2015-02-05,The SpongeBob Movie: Sponge Out of Water,74.0,311.594032
2015-02-06,Yennai Arindhaal,7.9,16.0
2015-02-11,Fifty Shades of Grey,40.0,571.006128
2015-02-12,Demonic,3.0,3.387
2015-02-16,The Gunman,40.0,13.644292
2015-02-19,Dragon Blade,65.0,121.545703
2015-02-19,Wolf Totem,38.0,123.205624
2015-02-20,The DUFF,8.5,43.528634
2015-02-20,Badlapur,3.7,11.48
2015-02-20,Hot Tub Time Machine 2,14.0,12.314651
2015-02-20,The Battalion,10.0,7.547762
2015-02-25,Focus,50.1,153.962963
2015-02-26,The Second Best Exotic Marigold Hotel,10.0,85.978266
2015-03-04,Chappie,49.0,104.399548
2015-03-05,Unfinished Business,35.0,14.431253
2015-03-11,Run All Night,50.0,71.561644
2015-03-12,Cinderella,95.0,543.514353
2015-03-15,Child 44,50.0,3.32433
2015-03-18,Insurgent,110.0,295.238201
2015-03-18,Home,135.0,368.871007
2015-03-19,Danny Collins,10.0,10.835752
2015-03-26,Get Hard,40.0,111.811453
2015-03-31,Dark Places,20.0,0.208588
2015-04-01,Furious 7,190.0,1506.24936
2015-04-02,Wolf Warrior,12.0,80.0
2015-04-03,While We're Young,10.0,7.587485
2015-04-08,Lost River,2.0,0.045431
2015-04-09,The Longest Ride,34.0,63.013281
2015-04-10,Woman in Gold,11.0,61.619773
2015-04-16,The Age of Adaline,25.0,65.663276
2015-04-16,Paul Blart: Mall Cop 2,38.0,107.597242
2015-04-17,Unfriended,1.0,62.88209
2015-04-17,O Kadhal Kanmani,0.94,5.1
2015-04-18,Dragon Ball Z: Resurrection 'F',5.0,61.76819
2015-04-22,Avengers: Age of Ultron,280.0,1405.403694
2015-04-23,Little Boy,20.0,6.485961
2015-04-30,The Dawns Here Are Quiet,3.3,5.249225
2015-05-01,Gabbar Is Back,11.0,41.0
2015-05-06,Spy,65.0,235.666219
2015-05-07,Pitch Perfect 2,29.0,287.506194
2015-05-08,Piku,5.5,22.159216
2015-05-08,The D Train,0.447524,0.771317
2015-05-08,Maggie,4.0,0.187112
2015-05-08,Hot Pursuit,35.0,51.680201
2015-05-13,Standing Tall,5.0,0.026144
2015-05-13,Mad Max: Fury Road,150.0,378.85834
2015-05-15,Bombay Velvet,18.0,1.5
2015-05-18,Louder Than Bombs,11.0,0.161789
2015-05-19,Tomorrowland,190.0,209.154322
2015-05-20,Youth,13.36,2.0
2015-05-20,Poltergeist,35.0,95.437994
2015-05-21,3 Braves,0.143149,0.645135
2015-05-22,Sunshine Superman,0.4,0.088097
2015-05-25,Embrace of the Serpent,1.4,1.320005
2015-05-27,Aloha,37.0,26.25002
2015-05-27,San Andreas,110.0,470.490832
2015-05-29,Premam,6.2,11.0
2015-06-03,Manglehorn,4.0,0.143101
2015-06-03,Entourage,30.0,49.263404
2015-06-04,Grandma,0.6,7.087452
2015-06-04,Insidious: Chapter 3,10.0,104.303851
2015-06-05,Dil Dhadakne Do,13.0,22.0
2015-06-09,Inside Out,175.0,857.611174
2015-06-09,Jurassic World,150.0,1513.52881
2015-06-11,Son of Saul,1.0,1.777043
2015-06-15,Southpaw,30.0,91.709827
2015-06-17,Minions,74.0,1156.730962
2015-06-17,Mustang,1.3,0.25
2015-06-18,Paper Towns,12.0,85.5123
2015-06-19,Dope,0.7,17.986781
2015-06-23,Terminator Genisys,155.0,440.603537
2015-06-25,Ted 2,68.0,217.022588
2015-06-26,Max,20.0,43.967255
2015-06-26,Knock Knock,2.5,6.341684
2015-06-26,Indru Netru Naalai,0.62,1.4
2015-07-01,Strangerland,10.0,0.017472
2015-07-01,Magic Mike XXL,14.8,122.513057
2015-07-06,Love,3.0,0.249083
2015-07-10,Self/less,26.0,30.523226
2015-07-10,Baahubali: The Beginning,40.0,100.0
2015-07-10,Ricki and the Flash,18.0,41.325328
2015-07-10,Tangerine,0.1,0.702354
2015-07-10,The Gallows,0.1,42.66441
2015-07-10,Monkey King: Hero Is Back,10.0,150.0
2015-07-14,Ant-Man,130.0,519.311965
2015-07-15,Equals,16.0,2.084628
2015-07-16,Horoscope for Good Luck,2.8,0.964206
2015-07-16,Pixels,88.0,243.637091
2015-07-16,Monster Hunt,40.0,385.284817
2015-07-17,Bajrangi Bhaijaan,14.0,98.0
2015-07-17,Trainwreck,35.0,140.795793
2015-07-17,Irrational Man,11.0,27.391084
2015-07-23,Mission: Impossible - Rogue Nation,150.0,682.330139
2015-07-24,The Vatican Tapes,13.0,1.784763
2015-07-28,Vacation,31.0,104.384188
2015-07-29,The Little Prince,64.0,97.57125
2015-07-30,The Gift,5.0,58.978653
2015-08-01,Momentum,20.0,0.133332
2015-08-05,Fantastic Four,120.0,167.977596
2015-08-05,Goosebumps,58.0,158.162788
2015-08-06,The 33,25.0,24.902723
2015-08-07,The Diary of a Teenage Girl,2.0,1.477002
2015-08-13,Straight Outta Compton,28.0,201.634991
2015-08-13,The Man from U.N.C.L.E.,75.0,108.145109
2015-08-16,Macbeth,15.0,12.601706
2015-08-19,American Ultra,28.0,27.139524
2015-08-19,Sinister 2,10.0,52.882018
2015-08-20,Hitman: Agent 47,35.0,81.96745
2015-08-20,Loham,1.050255,2.250547
2015-08-26,We Are Your Friends,6.0,11.12209
2015-08-26,No Escape,5.0,54.418872
2015-08-27,The Assassin,15.0,0.632542
2015-08-28,War Room,3.0,67.790117
2015-08-28,Capture the Flag,14.0,8.30669
2015-08-28,The Wave,5.904067,12.975143
2015-09-02,A Walk in the Woods,8.0,35.991087
2015-09-03,The Transporter Refueled,25.0,72.62967
2015-09-04,Black Mass,53.0,98.837872
2015-09-09,Legend,25.0,42.972994
2015-09-09,Maze Runner: The Scorch Trials,61.0,311.256926
2015-09-10,The Visit,5.0,98.450062
2015-09-10,Queen of Spades: The Dark Rite,1.0,2.228115
2015-09-10,Everest,55.0,203.427584
2015-09-11,90 Minutes in Heaven,5.0,4.842699
2015-09-11,The Perfect Guy,12.0,60.273173
2015-09-11,Our Brand Is Crisis,28.0,7.002261
2015-09-11,Beasts of No Nation,6.0,9.0777
2015-09-11,Eye in the Sky,13.0,18.704595
2015-09-12,Truth,9.6,2.541554
2015-09-12,Hardcore Henry,10.0,14.33379
2015-09-16,Pawn Sacrifice,19.0,5.578519
2015-09-17,Captive,2.0,2.801508
2015-09-17,Orleans,2.5,0.302
2015-09-17,Sicario,30.0,84.025816
2015-09-18,Stonewall,13.5,0.187674
2015-09-21,Hotel Transylvania 2,80.0,473.226958
2015-09-24,Pan,150.0,128.38832
2015-09-24,The Intern,35.0,194.564672
2015-09-30,The Walk,35.0,61.181942
2015-09-30,The Martian,108.0,630.16189
2015-10-01,The Dressmaker,11.93,18.34
2015-10-02,Burnt,20.0,36.606743
2015-10-02,Freeheld,7.0,0.573335
2015-10-08,Look Who's Back,3.196621,25.513752
2015-10-08,The Lobster,4.0,15.656193
2015-10-09,Steve Jobs,30.0,34.441873
2015-10-13,Crimson Peak,55.0,74.679822
2015-10-14,Secret in Their Eyes,19.5,34.85499
2015-10-15,Bridge of Spies,40.0,165.478348
2015-10-15,Woodlawn,12.0,14.394097
2015-10-16,Room,6.0,35.401758
2015-10-16,Suffragette,14.0,16.00242
2015-10-20,Brooklyn,11.0,62.076141
2015-10-21,The Last Witch Hunter,90.0,146.93691
2015-10-21,Paranormal Activity: The Ghost Dimension,10.0,78.096553
2015-10-22,Jem and the Holograms,5.0,2.333684
2015-10-22,Rock the Kasbah,15.0,3.020664
2015-10-23,Scouts Guide to the Zombie Apocalypse,15.0,14.860766
2015-10-26,Spectre,245.0,880.674609
2015-10-27,Trumbo,15.0,8.235661
2015-11-05,The Peanuts Movie,99.0,246.233113
2015-11-05,Lost in the Sun,0.025,0.025
2015-11-06,Spotlight,20.0,88.346473
2015-11-10,Victor Frankenstein,40.0,34.227298
2015-11-11,Prem Ratan Dhan Payo,23.4,67.0
2015-11-12,Concussion,35.0,50.36379
2015-11-12,Love the Coopers,17.0,42.426912
2015-11-12,Katyar Kaljat Ghusali,1.5,4.4
2015-11-12,By the Sea,10.0,3.727746
2015-11-13,Heist,8.9,4.1
2015-11-13,The Lady in the Van,6.0,41.387687
2015-11-14,The Good Dinosaur,175.0,331.926147
2015-11-18,The Hunger Games: Mockingjay - Part 2,160.0,653.428261
2015-11-20,Carol,11.8,40.272135
2015-11-20,In the Heart of the Sea,100.0,93.820758
2015-11-20,The Night Before,25.0,52.395996
2015-11-25,Creed,37.0,173.567581
2015-11-26,Krampus,15.0,61.548707
2015-11-27,"Hello, My Name Is Doris",1.0,14.444999
2015-11-27,The Danish Girl,15.0,64.191523
2015-12-03,Point Break,105.0,133.718711
2015-12-04,He's a Dragon,18.0,1.776333
2015-12-04,The Letters,1e-06,1e-06
2015-12-11,The Big Short,28.0,133.346506
2015-12-15,Star Wars: The Force Awakens,245.0,2068.223624
2015-12-16,The Tiger: An Old Hunter's Tale,0.005,11.083449
2015-12-18,Dilwale,26.0,61.0
2015-12-18,Bajirao Mastani,19.5,56.0
2015-12-18,Sisters,30.0,105.011053
2015-12-18,Mojin: The Lost Legend,37.0,278.3
2015-12-19,Ip Man 3,36.0,156.844753
2015-12-24,Charlie,1.9,5.9
2015-12-24,Joy,60.0,101.134059
2015-12-25,The Revenant,135.0,532.950503
2015-12-25,The Hateful Eight,44.0,155.760117
2015-12-25,Daddy's Home,50.0,242.786137
2015-12-25,The Lure,1.3,0.101657
2015-12-30,Anomalisa,8.0,5.659286
2016-01-01,Jane Got a Gun,25.0,1.397284
2016-01-07,Friend Request,9.9,2.4
2016-01-07,The Forest,10.0,40.055439
2016-01-07,Wazir,5.2,9.2
2016-01-13,13 Hours: The Secret Soldiers of Benghazi,50.0,69.41137
2016-01-14,Norm of the North,18.0,17.062499
2016-01-14,Ride Along 2,40.0,124.827316
2016-01-14,The 5th Wave,38.0,109.906372
2016-01-21,Dirty Grandpa,11.5,94.073028
2016-01-21,How to Be Single,38.0,112.343513
2016-01-22,The Boy,10.0,64.188367
2016-01-22,Airlift,4.5,32.0
2016-01-22,The Bronze,3.5,0.615816
2016-01-23,Kung Fu Panda 3,145.0,521.170825
2016-01-25,The Finest Hours,80.0,52.09909
2016-01-28,Irudhi Suttru,0.3,2.1
2016-01-28,Fifty Shades of Black,20.0,21.164799
2016-02-03,A Violent Prosecutor,0.0005,5e-05
2016-02-04,Robinson Crusoe,13.5,3.342697
2016-02-04,Action Hero Biju,0.3,2.5
2016-02-04,The Choice,10.0,18.730891
2016-02-04,Pride and Prejudice and Zombies,28.0,16.374328
2016-02-04,Visaranai,0.325,1.6
2016-02-05,"Hail, Caesar!",22.0,63.647656
2016-02-05,I Saw the Light,13.0,1.646788
2016-02-06,Zoolander 2,50.0,55.969
2016-02-08,The Mermaid,60.72,553.810228
2016-02-09,Deadpool,58.0,783.112979
2016-02-11,3 Generations,5.0,0.443962
2016-02-11,Zootopia,150.0,1023.784195
2016-02-18,Colonia,14.0,3.621046
2016-02-18,Midnight Special,18.0,6.212282
2016-02-19,Risen,20.0,46.069568
2016-02-19,Neerja,10.721568,2.978994
2016-02-19,Triple 9,20.0,12.639297
2016-02-19,The Witch,3.5,40.423945
2016-02-19,Race,5.0,24.804129
2016-02-24,Grimsby,35.0,25.182929
2016-02-25,Gods of Egypt,140.0,150.680864
2016-02-26,Eddie the Eagle,23.0,46.152411
2016-02-29,Mr. Right,8.0,0.034694
2016-03-02,London Has Fallen,60.0,205.754447
2016-03-03,Musudan,0.0005,0.0005
2016-03-03,A Conspiracy of Faith,5.21,5.9
2016-03-03,To Steal from a Thief,6.7,12.118661
2016-03-04,Whiskey Tango Foxtrot,35.0,23.083334
2016-03-09,Allegiant,110.0,179.246868
2016-03-10,10 Cloverfield Lane,15.0,108.286421
2016-03-10,The Young Messiah,18.5,6.490401
2016-03-11,Sing Street,4.0,13.624522
2016-03-13,Jimmy Vestvood: Amerikan Hero,2.5,0.230069
2016-03-16,Things to Come,2.1,0.282382
2016-03-17,Miracles from Heaven,16.0,73.883359
2016-03-23,Batman v Superman: Dawn of Justice,250.0,873.260194
2016-03-23,My Big Fat Greek Wedding 2,18.0,88.923251
2016-03-30,Everybody Wants Some!!,10.0,3.400278
2016-04-01,God's Not Dead 2,5.0,23.507567
2016-04-05,The Meddler,3.2,4.267218
2016-04-06,Demolition,10.0,1.978592
2016-04-06,The Huntsman: Winter's War,115.0,164.602163
2016-04-07,The Jungle Book,175.0,966.5506
2016-04-07,The Boss,29.0,78.636257
2016-04-13,Ratchet & Clank,20.0,8.821329
2016-04-14,Criminal,31.5,14.708696
2016-04-15,Fan,16.0,29.251596
2016-04-15,Green Room,5.0,3.220371
2016-04-15,Barbershop: The Next Cut,20.0,55.030051
2016-04-21,Flight Crew,10.0,27.305571
2016-04-21,Keanu,15.0,20.566327
2016-04-22,Bastille Day,20.0,14.397593
2016-04-22,A Hologram for the King,30.0,4.212494
2016-04-27,Captain America: Civil War,250.0,1153.304495
2016-04-28,Mother's Day,25.0,48.41816
2016-04-29,Term Life,16.5,0.021256
2016-05-04,Neighbors 2: Sorority Rising,35.0,108.758521
2016-05-05,24,10.0,15.0
2016-05-06,Florence Foster Jenkins,29.0,48.902953
2016-05-11,Café Society,30.0,43.763247
2016-05-11,The Angry Birds Movie,73.0,349.779543
2016-05-12,Money Monster,27.0,93.282604
2016-05-13,The Conjuring 2,40.0,320.170008
2016-05-13,The Darkness,4.0,10.898293
2016-05-15,The Nice Guys,50.0,62.788218
2016-05-18,X-Men: Apocalypse,178.0,543.934787
2016-05-20,Graduation,2.0,0.343617
2016-05-25,Elle,9.80469,2.341534
2016-05-25,Warcraft,160.0,433.677183
2016-05-25,Alice Through the Looking Glass,170.0,299.370084
2016-05-27,Love & Friendship,3.0,14.016568
2016-06-01,Teenage Mutant Ninja Turtles: Out of the Shadows,135.0,245.623848
2016-06-01,The Handmaiden,8.575,1.983204
2016-06-01,The BFG,140.0,183.345589
2016-06-02,Me Before You,20.0,207.945075
2016-06-02,Now You See Me 2,90.0,334.901337
2016-06-08,The Neon Demon,7.0,1.333124
2016-06-10,Te3n,5.069632,4.817642
2016-06-15,In the Forests of Siberia,3.5,1.492523
2016-06-15,Central Intelligence,50.0,216.972543
2016-06-16,Finding Dory,200.0,1028.570889
2016-06-17,Udta Punjab,5.98,14.9
2016-06-18,The Secret Life of Pets,75.0,875.457937
2016-06-22,Independence Day: Resurgence,165.0,389.681935
2016-06-23,Ice Age: Collision Course,105.0,408.579038
2016-06-24,Swiss Army Man,3.0,4.210454
2016-06-24,The Shallows,17.0,119.100758
2016-06-24,The Duel,10.0,0.0045
2016-06-24,Raman Raghav 2.0,0.521873,1.013926
2016-06-24,Free State of Jones,50.0,25.03595
2016-06-29,The Purge: Election Year,10.0,118.58788
2016-06-29,The Legend of Tarzan,180.0,356.743061
2016-07-01,Hillary's America: The Secret History of the Democratic Party,5.0,13.0
2016-07-02,Captain Fantastic,5.0,5.879736
2016-07-06,Sultan,10.4,102.0
2016-07-07,Mike and Dave Need Wedding Dates,33.0,77.068246
2016-07-07,Star Trek Beyond,185.0,343.471816
2016-07-08,Rock Dog,60.0,9.420546
2016-07-08,Big Fish & Begonia,4.531653,84.55225
2016-07-11,Sausage Party,19.0,140.705322
2016-07-13,The Infiltrator,25.0,15.436808
2016-07-14,Toni Erdmann,3.537415,1.390172
2016-07-14,Ghostbusters,144.0,229.147509
2016-07-15,Precious Cargo,10.5,0.100659
2016-07-20,Train to Busan,8.82,2.129768
2016-07-21,Batman: The Killing Joke,3.5,3.775
2016-07-21,Lights Out,4.9,148.868835
2016-07-21,Skiptrace,32.0,58.5
2016-07-22,Kabali,18.7,74.0
2016-07-27,Nerve,19.0,85.241496
2016-07-27,Jason Bourne,120.0,415.484914
2016-07-28,Bad Moms,20.0,183.936074
2016-07-29,Pelli Choopulu,0.2,5.5
2016-07-29,Shin Godzilla,15.0,77.0
2016-08-02,Suicide Squad,175.0,745.600054
2016-08-03,Nine Lives,30.0,57.814445
2016-08-04,Collide,21.5,4.811525
2016-08-10,Pete's Dragon,65.0,143.695338
2016-08-11,Mohenjo Daro,15.05,16.18
2016-08-12,Anthropoid,9.0,4.6
2016-08-12,Hell or High Water,12.0,37.589296
2016-08-17,War Dogs,40.0,86.234523
2016-08-17,Ben-Hur,100.0,94.061311
2016-08-18,Kubo and the Two Strings,60.0,69.929545
2016-08-25,Mechanic: Resurrection,40.0,125.729635
2016-08-25,Don't Breathe,9.9,157.100845
2016-08-25,The Hollars,3.8,1.016985
2016-09-01,Aquarius,0.762241,0.28593
2016-09-01,Morgan,8.0,8.810591
2016-09-02,The Light Between Oceans,20.0,25.956113
2016-09-02,White Girl,0.7,0.200242
2016-09-07,Sully,60.0,238.470033
2016-09-09,The Birth of a Nation,8.5,15.861566
2016-09-09,When the Bough Breaks,10.0,30.658387
2016-09-12,Paris Can Wait,5.0,6.7
2016-09-14,The Magnificent Seven,90.0,162.360636
2016-09-14,Bridget Jones's Baby,35.0,211.95242
2016-09-15,Blair Witch,5.0,45.172994
2016-09-15,31,1.5,0.77982
2016-09-15,Snowden,40.0,37.279439
2016-09-22,Storks,70.0,182.379278
2016-09-23,Smoke & Mirrors,5.0,2.387127
2016-09-23,Queen of Katwe,15.0,10.367161
2016-09-28,Miss Peregrine's Home for Peculiar Children,110.0,296.485719
2016-09-29,Deepwater Horizon,110.0,121.790373
2016-09-29,Masterminds,25.0,29.2
2016-09-29,The King's Choice,7.5,9.1
2016-09-29,The Duelist,12.823507,6.101904
2016-09-30,Denial,10.0,4.073489
2016-10-05,The Girl on the Train,45.0,173.185859
2016-10-07,Middle School: The Worst Years of My Life,8.5,19.985196
2016-10-07,A Quiet Passion,8.138338,1.864266
2016-10-07,Hacksaw Ridge,40.0,175.302354
2016-10-07,A Monster Calls,43.0,46.652768
2016-10-07,Raw,3.5,4.1
2016-10-12,My Life as a Zucchini,8.0,0.292279
2016-10-13,Trolls,125.0,346.864462
2016-10-13,Inferno,75.0,220.021259
2016-10-14,Max Steel,10.0,6.272403
2016-10-14,The Accountant,44.0,155.160045
2016-10-15,The Lost City of Z,30.0,8.574339
2016-10-19,Personal Shopper,6.0,1.305195
2016-10-19,Jack Reacher: Never Go Back,60.0,162.146076
2016-10-19,From the Land of the Moon,10.3,0.047748
2016-10-20,Ouija: Origin of Evil,9.0,81.705746
2016-10-20,Keeping Up with the Joneses,40.0,29.918745
2016-10-21,Aanandam,0.45,2.3
2016-10-21,Moonlight,4.0,65.046687
2016-10-21,I'm Not Ashamed,1.5,2.0
2016-10-25,Doctor Strange,165.0,677.718395
2016-11-01,Max & Leon,12.156348,7.9
2016-11-04,A Street Cat Named Bob,8.0,0.082703
2016-11-04,Bleed for This,6.0,6.174491
2016-11-04,Loving,9.0,8.996802
2016-11-04,Nocturnal Animals,22.5,29.252978
2016-11-10,Arrival,47.0,203.388186
2016-11-10,Billy Lynn's Long Halftime Walk,40.0,30.930984
2016-11-11,Almost Christmas,17.0,42.487325
2016-11-11,Shut In,10.0,13.082071
2016-11-15,Split,9.0,276.921998
2016-11-16,Fantastic Beasts and Where to Find Them,180.0,809.342332
2016-11-17,Paterson,5.0,2.152738
2016-11-17,Allied,85.0,119.520023
2016-11-18,Manchester by the Sea,9.0,75.026965
2016-11-18,The Edge of Seventeen,9.0,18.803648
2016-11-23,Sing,75.0,632.443719
2016-11-23,Rules Don't Apply,25.0,3.885342
2016-11-23,Bad Santa 2,26.0,17.782178
2016-11-23,Moana,150.0,643.034466
2016-11-24,The Founder,25.0,23.964782
2016-11-24,Dear Zindagi,4.3,3.376375
2016-11-24,Lion,12.0,140.302754
2016-11-25,Miss Sloane,13.0,3.500605
2016-11-25,Office Christmas Party,45.0,114.501299
2016-11-25,A United Kingdom,14.0,13.819139
2016-11-28,Underworld: Blood Wars,35.0,81.093313
2016-11-29,La La Land,30.0,445.4357
2016-12-01,Incarnate,5.0,6.341855
2016-12-02,Jackie,9.0,13.960394
2016-12-06,Collateral Beauty,36.0,87.416021
2016-12-10,Hidden Figures,25.0,230.698791
2016-12-12,Patriots Day,45.0,50.548152
2016-12-14,Ballerina,30.0,2.351359
2016-12-14,Rogue One: A Star Wars Story,200.0,1056.057273
2016-12-16,The Great Wall,150.0,331.957105
2016-12-16,Fences,24.0,64.414761
2016-12-21,Monster Trucks,125.0,64.493915
2016-12-21,Passengers,110.0,303.144152
2016-12-21,Assassin's Creed,125.0,240.697856
2016-12-22,Gold,20.0,7.227038
2016-12-22,Why Him?,38.0,118.034273
2016-12-22,Silence,46.0,23.737523
2016-12-23,Resident Evil: The Final Chapter,40.0,312.242626
2016-12-23,Railroad Tigers,50.0,102.205175
2016-12-23,Dangal,10.4,310.0
2016-12-25,Live by Night,108.0,22.678555
2016-12-25,20th Century Women,7.0,5.816211
2017-01-12,Sleepless,30.0,32.540674
2017-01-12,The Bye Bye Man,7.4,26.667197
2017-01-13,xXx: Return of Xander Cage,85.0,346.147658
2017-01-18,Confidential Assignment,8.52,56.1
2017-01-19,A Dog's Purpose,22.0,194.647323
2017-01-19,Black Snow,4.0,1.44
2017-01-20,Table 19,5.0,3.305592
2017-01-26,The Space Between Us,30.0,14.793385
2017-01-27,T2 Trainspotting,18.0,41.412709
2017-01-27,Kung Fu Yoga,65.0,254.212245
2017-02-01,Rings,25.0,83.08089
2017-02-08,John Wick: Chapter 2,40.0,171.539887
2017-02-08,The Lego Batman Movie,80.0,311.950384
2017-02-08,Fifty Shades Darker,55.0,378.827494
2017-02-15,A Cure for Wellness,40.0,26.559557
2017-02-16,"Have Fun, Vasya!",0.707503,4.781454
2017-02-23,Bitter Harvest,20.0,0.557241
2017-02-24,Get Out,5.0,252.43425
2017-02-28,Logan,97.0,616.801808
2017-03-02,Before I Fall,5.0,10.025571
2017-03-03,The Shack,20.0,57.330873
2017-03-08,Kong: Skull Island,185.0,566.652812
2017-03-10,The Ottoman Lieutenant,40.0,0.240978
2017-03-16,Beauty and the Beast,160.0,1262.886337
2017-03-17,Song to Song,10.0,0.443684
2017-03-22,Life,58.0,100.541806
2017-03-23,The Boss Baby,125.0,498.814908
2017-03-23,CHiPS,25.0,26.800152
2017-03-23,Smurfs: The Lost Village,60.0,197.183546
2017-03-23,Power Rangers,100.0,142.33724
2017-03-29,Ghost in the Shell,110.0,169.801921
2017-03-31,The Zookeeper's Wife,20.0,13.162475
2017-03-31,Free Fire,10.0,3.565109
2017-04-06,Going in Style,25.0,84.618541
2017-04-06,Aftermath,10.5,0.003451
2017-04-06,Their Finest,32.7453,12.17347
2017-04-12,Gifted,7.0,37.461045
2017-04-12,The Fate of the Furious,250.0,1238.764765
2017-04-12,The Spacewalker,7.075038,9.868942
2017-04-19,Guardians of the Galaxy Vol. 2,200.0,863.416141
2017-04-20,Unforgettable,12.0,17.768012
2017-04-21,Phoenix Forgotten,2.8,3.6
2017-04-27,Baahubali 2: The Conclusion,18.0,230.0
2017-04-27,King Arthur: Legend of the Sword,175.0,146.175066
2017-04-27,The Circle,18.0,20.497844
2017-04-28,Lowriders,0.916,2.403885
2017-05-03,Snatched,42.0,60.845711
2017-05-09,Alien: Covenant,97.0,232.380243
2017-05-12,Baywatch,69.0,177.856751
2017-05-19,Diary of a Wimpy Kid: The Long Haul,22.0,40.120144
2017-05-23,Pirates of the Caribbean: Dead Men Tell No Tales,230.0,794.191988
2017-05-30,Wonder Woman,149.0,820.580447
2017-06-01,Captain Underpants: The First Epic Movie,38.0,110.824373
2017-06-06,The Mummy,125.0,407.778013
2017-06-15,Cars 3,175.0,350.170057
2017-06-15,Rough Night,20.0,45.056771
2017-06-15,47 Meters Down,5.5,44.235023
2017-06-15,Despicable Me 3,80.0,1020.063384
2017-06-16,The Book of Henry,10.0,4.219536
2017-06-21,Transformers: The Last Knight,260.0,604.942143
2017-06-23,The Beguiled,10.5,25.442939
